,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,1,106,10,2,0
Light_XM,0,15,97,6,0
Sensor,0,6,5,109,0
Socket,0,0,0,0,122
