feature,importance
rssi_max,2737
len_max,1643
interarrival_max,1456
rssi_p50,1325
rssi_min,1273
retry_ratio,1272
rssi_std,1247
rssi_p90,1182
down_len_std,1065
subwin_packet_cv,948
rssi_p10,930
len_range,858
interarrival_p90,825
down_ia_std,820
interarrival_p50,815
interarrival_p95,795
len_p10,735
len_iqr,732
interarrival_p75,721
burst_count,697
rssi_mean,652
burst_size_mean,620
interarrival_cv,617
len_p90,566
down_packet_ratio,549
len_p95,545
len_cv,520
interarrival_std,482
interarrival_iqr,481
long_gap_ratio,465
down_ia_mean,462
other_packet_ratio,439
subtype_8_ratio,436
interarrival_p25,415
len_p75,415
down_len_mean,407
interarrival_mean,399
interarrival_min,399
len_mean,391
len_std,374
burst_packet_ratio,361
len_p25,344
packet_count,333
subtype_0_ratio,325
burst_size_std,309
down_len_p50,298
up_packet_ratio,285
interarrival_p10,280
len_p50,272
byte_count,258
subwin_packet_std,250
len_up_down_diff,227
unique_sa_count,224
len_min,224
null_data_ratio,178
subwin_byte_std,171
subtype_4_ratio,167
burst_size_min,143
subwin_byte_max,128
unique_da_count,126
burst_size_max,101
active_subwin_count,96
subwin_packet_max,81
up_len_mean,22
data_ratio,7
subwin_byte_min,6
subwin_packet_min,1
mgmt_ratio,1
up_ia_mean,1
ctrl_ratio,0
subtype_7_ratio,0
subtype_6_ratio,0
subtype_5_ratio,0
subtype_3_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_12_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
side_packet_ratio,0
up_len_std,0
up_len_p50,0
up_down_ratio,0
bssid_known,0
burst_packet_fraction,0
up_ia_std,0
subwin_packet_mean,0
subwin_byte_mean,0
