,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,382,3,1,4,0
Light_T1,1,174,48,142,0
Light_XM,0,8,223,137,0
Sensor,0,0,2,360,0
Socket,0,0,0,0,368
