,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,382,2,2,4,0
Light_T1,15,173,103,74,0
Light_XM,15,7,313,33,0
Sensor,21,0,33,308,0
Socket,0,0,0,0,368
