,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,351,0,3,8,0
Light_T1,2,59,114,188,0
Light_XM,0,1,283,81,0
Sensor,0,298,0,65,0
Socket,0,0,0,0,363
