arm,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,macro_f1,dev30_acc,F_gw
flat_drop_rssi_175,0.8419062590338549,0.6993979450733806,0.8167588881814069,0.7702573776309054,1.0,0.8256640939839096,0.9833333333333333,0.7621380702952308
override_183,0.9394396400547811,0.64652307777663,0.763850667121059,0.7555314383238174,1.0,0.8210689646552575,0.9722222222222222,0.7219683944071688
flat_183,0.9401412213166656,0.6057502880660547,0.7571762679266423,0.7305284224303052,1.0,0.8067192399479335,0.9577777777777778,0.6978183261410008
override_94,0.9112500295847409,0.5986813473114289,0.6986780140402268,0.7377269951773987,1.0,0.7892672772227591,0.9491919191919193,0.6783621188430181
flat_drop_rssi_86,0.7226452183137544,0.6334471860194391,0.735425342080926,0.7634050352462235,1.0,0.7709845563320686,0.9777777777777777,0.7107591877821963
flat_94,0.9044301675327284,0.5325538984357432,0.6845553455641654,0.7086768818449339,1.0,0.7660432586755143,0.9344444444444445,0.6419287086149476
