,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,370,8,2,18,0
Light_T1,1,268,99,28,0
Light_XM,0,56,313,25,0
Sensor,0,51,84,264,0
Socket,0,0,0,0,406
