,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,4,0,4,0
Light_T1,2,325,39,30,0
Light_XM,0,73,277,44,0
Sensor,0,35,21,343,0
Socket,0,0,0,0,406
