,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,381,14,0,3,0
Light_T1,1,325,41,29,0
Light_XM,2,88,252,52,0
Sensor,0,25,22,352,0
Socket,0,0,0,0,406
