,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,351,1,2,8,0
Light_T1,1,232,62,68,0
Light_XM,1,42,263,59,0
Sensor,1,51,8,303,0
Socket,0,0,0,0,363
