,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,378,7,0,5,0
Light_T1,1,286,29,48,1
Light_XM,0,316,4,48,0
Sensor,1,50,2,309,0
Socket,0,0,0,0,368
