,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,355,0,0,7,0
Light_T1,1,193,72,97,0
Light_XM,2,23,306,34,0
Sensor,0,63,14,286,0
Socket,0,0,0,0,363
