,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,353,6,0,3,0
Light_T1,1,356,3,3,0
Light_XM,0,253,109,3,0
Sensor,0,4,42,317,0
Socket,0,0,0,0,363
