,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,19,0,10,1
Light_T1,1,294,15,53,2
Light_XM,0,307,17,44,0
Sensor,1,63,1,296,1
Socket,0,0,0,0,368
