,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,308,1,45,9,0
Light_T1,6,4,292,63,0
Light_XM,0,255,103,5,0
Sensor,5,258,20,79,0
Socket,0,0,1,0,362
