,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,345,30,0,15,0
Light_T1,0,281,14,70,0
Light_XM,0,318,9,41,0
Sensor,2,38,0,322,0
Socket,0,0,0,0,368
