,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,261,3,22,51,25
Light_T1,1,167,68,127,0
Light_XM,1,63,194,107,0
Sensor,2,75,25,261,0
Socket,0,0,0,0,363
