,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,2,2,4,0
Light_T1,2,138,187,69,0
Light_XM,0,74,269,51,0
Sensor,0,67,14,318,0
Socket,0,0,0,0,406
