,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,269,1,37,51,4
Light_T1,1,214,51,97,0
Light_XM,2,95,153,115,0
Sensor,1,79,25,258,0
Socket,0,0,0,0,363
