,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,4,1,0,0
Light_T1,4,192,28,139,0
Light_XM,3,82,283,1,0
Sensor,15,274,55,19,1
Socket,0,0,0,0,376
