,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,223,0,108,32,0
Light_T1,3,1,249,112,0
Light_XM,3,316,42,2,0
Sensor,7,249,10,96,0
Socket,0,0,0,0,363
