,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,389,4,0,5,0
Light_T1,1,339,24,32,0
Light_XM,0,91,245,58,0
Sensor,1,39,14,345,0
Socket,0,0,0,0,406
