,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,385,0,3,10,0
Light_T1,1,286,71,38,0
Light_XM,1,40,308,45,0
Sensor,0,13,21,365,0
Socket,0,0,0,0,406
