,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,377,5,1,7,0
Light_T1,1,131,48,185,0
Light_XM,2,13,224,129,0
Sensor,2,0,3,357,0
Socket,0,0,0,0,368
