,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,251,75,36,1,0
Light_T1,3,206,149,7,0
Light_XM,2,63,295,3,0
Sensor,3,289,46,24,0
Socket,0,0,0,0,363
