,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,365,0,0,0,0
Light_T1,301,54,2,6,0
Light_XM,367,0,1,1,0
Sensor,356,0,0,7,1
Socket,0,0,0,0,376
