,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,335,12,15,1,0
Light_T1,16,208,140,1,0
Light_XM,4,118,240,1,0
Sensor,4,302,21,35,0
Socket,0,0,0,0,363
