,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,342,0,0,21,0
Light_T1,253,8,10,94,0
Light_XM,24,15,233,91,0
Sensor,23,0,20,319,0
Socket,0,0,0,0,363
