,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,231,77,14,77,0
Light_T1,2,271,89,32,0
Light_XM,2,81,275,37,0
Sensor,2,66,70,267,0
Socket,0,0,0,0,395
