,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,291,5,23,80,0
Light_T1,3,243,67,81,0
Light_XM,5,170,165,55,0
Sensor,2,61,37,305,0
Socket,0,0,0,0,395
