,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,384,3,0,11,0
Light_T1,0,318,36,42,0
Light_XM,1,63,268,62,0
Sensor,0,26,7,366,0
Socket,0,0,0,0,406
