,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,300,0,10,38,14
Light_T1,2,135,123,103,0
Light_XM,2,49,238,76,0
Sensor,2,54,45,262,0
Socket,0,0,0,0,363
