,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,354,22,2,21,0
Light_T1,5,297,60,32,0
Light_XM,7,89,263,36,0
Sensor,5,45,43,312,0
Socket,0,0,0,0,395
