,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,286,1,25,48,2
Light_T1,2,121,76,164,0
Light_XM,1,37,186,141,0
Sensor,0,72,36,255,0
Socket,0,0,0,0,363
