,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,333,1,0,1,0
Light_T1,0,282,23,22,0
Light_XM,3,46,266,16,0
Sensor,0,14,24,289,0
Socket,0,0,0,0,332
