,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,307,0,38,18,0
Light_T1,3,6,267,89,0
Light_XM,4,118,231,10,0
Sensor,6,117,22,217,0
Socket,0,0,0,0,363
