,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,0,96,21,2,0
Light_XM,0,17,95,6,0
Sensor,0,13,14,93,0
Socket,0,0,0,0,122
