,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,349,12,4,0,0
Light_T1,1,20,248,94,0
Light_XM,40,105,224,0,0
Sensor,33,229,93,8,1
Socket,0,0,0,0,376
