,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,291,8,25,75,0
Light_T1,3,228,90,73,0
Light_XM,4,160,176,55,0
Sensor,1,62,39,303,0
Socket,0,0,0,0,395
