,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,287,2,51,23,0
Light_T1,3,53,186,123,0
Light_XM,2,63,282,16,0
Sensor,7,106,24,225,0
Socket,0,0,0,0,363
