,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,118,0,0,1,0
Light_T1,1,101,12,5,0
Light_XM,0,13,98,7,0
Sensor,0,8,8,104,0
Socket,0,0,0,0,122
