,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,322,34,0,9,0
Light_T1,4,151,177,31,0
Light_XM,2,317,48,2,0
Sensor,1,218,1,143,1
Socket,0,0,0,0,376
