,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,336,13,34,16,0
Light_T1,4,233,126,31,0
Light_XM,1,65,303,26,0
Sensor,7,58,80,260,0
Socket,0,0,0,0,395
