,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,572,33,113,77,2
Light_T1,3,364,376,47,0
Light_XM,0,213,546,30,0
Sensor,0,189,337,278,0
Socket,0,0,0,0,801
