,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,354,1,10,0,0
Light_T1,1,12,247,103,0
Light_XM,38,29,302,0,0
Sensor,53,144,162,4,1
Socket,5,0,0,0,371
