feature,importance
rssi_max,2275
rssi_min,1214
rssi_std,1191
down_packet_ratio,1004
len_max,997
down_ia_std,961
rssi_p90,834
down_ia_mean,826
interarrival_max,818
len_cv,813
burst_count,784
rssi_p10,731
rssi_mean,707
long_gap_ratio,601
len_std,592
retry_ratio,550
interarrival_p50,501
down_len_std,496
down_len_mean,491
rssi_p50,459
subtype_8_ratio,453
other_packet_ratio,440
len_p25,402
interarrival_std,390
len_iqr,389
len_p10,381
len_p95,350
interarrival_p90,341
packet_count,322
len_mean,312
len_p90,302
unique_da_count,299
interarrival_p75,289
subwin_packet_cv,274
burst_size_max,248
interarrival_p10,247
up_ia_std,246
interarrival_cv,234
interarrival_min,231
burst_packet_ratio,230
burst_size_std,228
subwin_packet_std,206
interarrival_mean,205
subtype_0_ratio,194
len_min,180
subwin_byte_std,176
interarrival_p95,169
len_range,162
byte_count,156
interarrival_p25,155
subwin_byte_max,134
len_p75,131
burst_size_min,126
unique_sa_count,124
subwin_byte_min,122
len_up_down_diff,122
len_p50,116
burst_size_mean,115
interarrival_iqr,112
down_len_p50,106
subtype_4_ratio,101
up_packet_ratio,79
subwin_packet_max,69
up_ia_mean,53
active_subwin_count,30
up_len_mean,28
up_down_ratio,14
null_data_ratio,4
subwin_packet_min,3
data_ratio,0
ctrl_ratio,0
mgmt_ratio,0
subtype_5_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
