,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,262,86,0,51,0
Light_T1,0,234,4,156,0
Light_XM,0,145,83,167,0
Sensor,0,24,0,381,0
Socket,0,0,0,0,395
