,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,52,0,131,182,0
Light_T1,0,4,150,209,0
Light_XM,2,180,160,27,0
Sensor,4,73,58,228,1
Socket,0,0,0,0,376
