,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,309,1,12,40,0
Light_T1,1,62,118,182,0
Light_XM,0,5,270,90,0
Sensor,0,355,0,8,0
Socket,0,0,0,0,363
