,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,275,0,46,42,0
Light_T1,18,1,179,167,0
Light_XM,0,3,338,22,0
Sensor,1,6,26,329,0
Socket,0,0,0,0,363
