,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,321,0,33,9,0
Light_T1,7,2,287,69,0
Light_XM,1,213,142,7,0
Sensor,4,244,13,101,0
Socket,0,0,1,0,362
