,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,1,97,4,8,0
Light_XM,0,11,94,5,0
Sensor,1,13,4,91,0
Socket,0,0,0,0,110
