,1102,1103,1108
AMCRESTWiFiCamera|AmazonAlexaEchoDot1,0.8919698076454834,0.9802386169953737,0.9725771604938271
AMCRESTWiFiCamera|AmazonAlexaEchoDot2,0.8794464735005275,0.9698514730947163,0.9709396433470507
AMCRESTWiFiCamera|AmazonAlexaEchoSpot,0.849218407596786,0.9563590617644673,0.9590843621399177
AMCRESTWiFiCamera|AmazonAlexaEchoStudio,0.8490593295998701,0.9674750426101778,0.9737242798353909
AMCRESTWiFiCamera|AmazonPlug,0.8855969482996511,0.9998117035954874,0.9923765432098766
AMCRESTWiFiCamera|ArloBaseStation,0.9134664394123855,0.9865205746286828,0.9796844993141289
AMCRESTWiFiCamera|ArloQCamera,0.9503579254930606,0.9743916889862836,0.9340157750342937
AMCRESTWiFiCamera|AtomiCoffeeMaker,0.9080236993750509,0.9999999999999999,1.0
AMCRESTWiFiCamera|BorunSichuanAICamera,0.9002678354029705,0.9914195276357438,0.9846502057613169
AMCRESTWiFiCamera|DCS8000LHA1DLinkMiniCamera,0.9098496265782511,0.9968764261447188,0.997555139409072
AMCRESTWiFiCamera|EufyHomeBase2,0.8878191705218733,0.9936628520412305,0.9925600137174211
AMCRESTWiFiCamera|GlobeLampESPB1680C,0.9316224332440548,1.0,0.9999691358024692
AMCRESTWiFiCamera|GoogleNestMini,0.9928285041798555,0.9963671779887997,0.9966358024691357
AMCRESTWiFiCamera|GosundESP032979Plug,0.9329437545653763,1.0,0.9992112482853224
AMCRESTWiFiCamera|GosundESP039AAFSocket,0.9236263290317344,1.0,0.9998422496570645
AMCRESTWiFiCamera|GosundESP0C3994Plug,0.9196948299651004,1.0,1.0
AMCRESTWiFiCamera|GosundESP10ACD8Plug,0.9222985147309471,1.0,0.9986042524005486
AMCRESTWiFiCamera|GosundESP147FF9Plug,0.917130103076049,1.0,0.9999382716049383
AMCRESTWiFiCamera|GosundESP1ACEE1Socket,0.9180521061602143,1.0,0.999238683127572
AMCRESTWiFiCamera|HeimVisionSmartLifeRadioLamp,0.9080886291697101,1.0,1.0
AMCRESTWiFiCamera|HeimVisionSmartWiFiCamera,0.9866666666666667,1.0,1.0
AMCRESTWiFiCamera|HomeEyeCamera,0.9386510835159484,0.9927992857722587,0.9525445816186557
AMCRESTWiFiCamera|LuoheCamDog,0.8854557259962667,0.9783085788491194,0.985241769547325
AMCRESTWiFiCamera|NestIndoorCamera,0.9643470497524551,0.9867965262559858,0.8494513031550068
AMCRESTWiFiCamera|NetatmoCamera,0.9893807320834348,0.9810794578362148,0.9198936899862825
AMCRESTWiFiCamera|NetatmoWeatherStation,0.991802613424235,0.9981283986689392,0.9970421810699588
AMCRESTWiFiCamera|PhilipsHueBridge,0.8826702378053728,0.9690414739063389,0.9706893004115227
AMCRESTWiFiCamera|RingBaseStationAC1236,0.9798392987582176,0.9973151529908287,0.997318244170096
AMCRESTWiFiCamera|SIMCAM1SAMPAKTec,0.9983929875821768,0.9999610421232042,0.9909087791495199
AMCRESTWiFiCamera|SonosOneSpeaker,0.8814219625030435,0.9633763493222952,0.9768861454046639
AMCRESTWiFiCamera|TeckinPlug1,0.9080853826799773,0.9999902605308011,1.0
AMCRESTWiFiCamera|TeckinPlug2,0.9080691502313124,1.0,1.0
AMCRESTWiFiCamera|YutronPlug1,0.9071114357600845,0.9999935070205341,1.0
AMCRESTWiFiCamera|YutronPlug2,0.9077996915834755,1.0,1.0
AMCRESTWiFiCamera|iRobotRoomba,0.8098677055433812,0.9626069312555798,0.9515329218106997
AmazonAlexaEchoDot1|AmazonAlexaEchoDot2,0.48326921516110705,0.5158152747341936,0.4596810699588478
AmazonAlexaEchoDot1|AmazonAlexaEchoSpot,0.7027221816411006,0.7267884100316533,0.7353034979423869
AmazonAlexaEchoDot1|AmazonAlexaEchoStudio,0.7380521061602141,0.7400860319779239,0.7530847050754458
