seed,base,smooth,v5,n_gate
42,0.841399053768019,0.9128050506830696,0.9747686066209876,5
43,0.8343951153287981,0.8979912566815939,0.985576558399042,3
42,0.6074471751435779,0.6860641121964631,0.6875037338397226,7
43,0.5982957414901566,0.6992355318761474,0.7011590395892666,7
