,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,174,0,137,51,0
Light_T1,1,3,208,151,0
Light_XM,0,10,287,68,0
Sensor,0,1,4,358,0
Socket,0,0,0,0,363
