,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,358,7,0,0,0
Light_T1,3,147,26,187,0
Light_XM,39,28,302,0,0
Sensor,31,160,139,33,1
Socket,0,0,0,0,376
