,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,380,3,1,6,0
Light_T1,2,200,48,115,0
Light_XM,2,10,273,83,0
Sensor,2,0,5,355,0
Socket,0,0,0,0,368
