,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,297,16,37,15,0
Light_T1,0,264,51,48,0
Light_XM,0,75,289,5,0
Sensor,1,25,157,180,1
Socket,0,0,0,0,376
