,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,1,2,0,0
Light_T1,1,167,12,183,0
Light_XM,11,101,253,4,0
Sensor,12,103,58,190,1
Socket,0,0,0,0,376
