,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,234,53,14,98,0
Light_T1,0,269,88,37,0
Light_XM,1,86,268,40,0
Sensor,2,57,64,282,0
Socket,1,0,0,0,394
