unit,unit_type,config,model,seed,macro_f1,n_cols
jit_R6,main,full94,stacking::Camera,43,0.8942436412315931,94
jit_R6,main,full94,stacking::Light_T1,43,0.41594022415940224,94
jit_R6,main,full94,stacking::Light_XM,43,0.5318627450980392,94
jit_R6,main,full94,stacking::Sensor,43,0.6707317073170732,94
jit_R6,main,full94,stacking::Socket,43,1.0,94
jit_R7,main,full94,rf,43,0.8236975201013944,94
jit_R7,main,full94,xgboost,43,0.8133923108988175,94
jit_R7,main,full94,lightgbm,43,0.8088477748505276,94
jit_R7,main,full94,stacking,43,0.7420886846441473,94
jit_R7,main,full94,rf::Camera,43,0.940554821664465,94
jit_R7,main,full94,rf::Light_T1,43,0.687793427230047,94
jit_R7,main,full94,rf::Light_XM,43,0.7165775401069518,94
jit_R7,main,full94,rf::Sensor,43,0.773561811505508,94
jit_R7,main,full94,rf::Socket,43,1.0,94
jit_R7,main,full94,xgboost::Camera,43,0.9596879063719116,94
jit_R7,main,full94,xgboost::Light_T1,43,0.7004830917874396,94
jit_R7,main,full94,xgboost::Light_XM,43,0.7083333333333334,94
jit_R7,main,full94,xgboost::Sensor,43,0.6984572230014026,94
jit_R7,main,full94,xgboost::Socket,43,1.0,94
jit_R7,main,full94,lightgbm::Camera,43,0.9703989703989704,94
jit_R7,main,full94,lightgbm::Light_T1,43,0.7016645326504481,94
jit_R7,main,full94,lightgbm::Light_XM,43,0.6986155484558041,94
jit_R7,main,full94,lightgbm::Sensor,43,0.6735598227474151,94
jit_R7,main,full94,lightgbm::Socket,43,1.0,94
jit_R7,main,full94,stacking::Camera,43,0.9664082687338501,94
jit_R7,main,full94,stacking::Light_T1,43,0.40387275242047027,94
jit_R7,main,full94,stacking::Light_XM,43,0.6110484780157835,94
jit_R7,main,full94,stacking::Sensor,43,0.7291139240506329,94
jit_R7,main,full94,stacking::Socket,43,1.0,94
jit_R6_R7,main,full94,rf,43,0.7888563884614749,94
jit_R6_R7,main,full94,xgboost,43,0.7952758143880205,94
jit_R6_R7,main,full94,lightgbm,43,0.7867283612645614,94
jit_R6_R7,main,full94,stacking,43,0.7227348878327501,94
jit_R6_R7,main,full94,rf::Camera,43,0.8916155419222904,94
jit_R6_R7,main,full94,rf::Light_T1,43,0.6468184471687098,94
jit_R6_R7,main,full94,rf::Light_XM,43,0.6666666666666666,94
jit_R6_R7,main,full94,rf::Sensor,43,0.7391812865497076,94
jit_R6_R7,main,full94,rf::Socket,43,1.0,94
jit_R6_R7,main,full94,xgboost::Camera,43,0.9330734243014944,94
jit_R6_R7,main,full94,xgboost::Light_T1,43,0.660024906600249,94
jit_R6_R7,main,full94,xgboost::Light_XM,43,0.6812570145903479,94
jit_R6_R7,main,full94,xgboost::Sensor,43,0.7020237264480111,94
jit_R6_R7,main,full94,xgboost::Socket,43,1.0,94
jit_R6_R7,main,full94,lightgbm::Camera,43,0.938562091503268,94
jit_R6_R7,main,full94,lightgbm::Light_T1,43,0.6502659574468085,94
jit_R6_R7,main,full94,lightgbm::Light_XM,43,0.6683647478349465,94
jit_R6_R7,main,full94,lightgbm::Sensor,43,0.6764490095377843,94
jit_R6_R7,main,full94,lightgbm::Socket,43,1.0,94
jit_R6_R7,main,full94,stacking::Camera,43,0.9309664694280079,94
jit_R6_R7,main,full94,stacking::Light_T1,43,0.41022280471821754,94
jit_R6_R7,main,full94,stacking::Light_XM,43,0.5731062830299471,94
jit_R6_R7,main,full94,stacking::Sensor,43,0.6993788819875777,94
jit_R6_R7,main,full94,stacking::Socket,43,1.0,94
loro_to_R4,loro,full94,rf,43,0.6694667262819676,94
loro_to_R4,loro,full94,xgboost,43,0.6640068246744149,94
loro_to_R4,loro,full94,lightgbm,43,0.6661799166983895,94
loro_to_R4,loro,full94,stacking,43,0.44752437724580824,94
loro_to_R4,loro,full94,rf::Camera,43,0.9228650137741047,94
loro_to_R4,loro,full94,rf::Light_T1,43,0.5415094339622641,94
loro_to_R4,loro,full94,rf::Light_XM,43,0.11,94
loro_to_R4,loro,full94,rf::Sensor,43,0.7729591836734694,94
loro_to_R4,loro,full94,rf::Socket,43,1.0,94
loro_to_R4,loro,full94,xgboost::Camera,43,0.9380053908355795,94
loro_to_R4,loro,full94,xgboost::Light_T1,43,0.5293532338308458,94
loro_to_R4,loro,full94,xgboost::Light_XM,43,0.05025125628140704,94
loro_to_R4,loro,full94,xgboost::Sensor,43,0.8024242424242424,94
loro_to_R4,loro,full94,xgboost::Socket,43,1.0,94
loro_to_R4,loro,full94,lightgbm::Camera,43,0.9378378378378378,94
loro_to_R4,loro,full94,lightgbm::Light_T1,43,0.5449160908193484,94
loro_to_R4,loro,full94,lightgbm::Light_XM,43,0.055,94
loro_to_R4,loro,full94,lightgbm::Sensor,43,0.7931456548347613,94
loro_to_R4,loro,full94,lightgbm::Socket,43,1.0,94
loro_to_R4,loro,full94,stacking::Camera,43,0.9349593495934959,94
loro_to_R4,loro,full94,stacking::Light_T1,43,0.18094089264173704,94
loro_to_R4,loro,full94,stacking::Light_XM,43,0.06982543640897755,94
loro_to_R4,loro,full94,stacking::Sensor,43,0.05189620758483034,94
loro_to_R4,loro,full94,stacking::Socket,43,1.0,94
loro_to_R3,loro,full94,rf,43,0.6095598961469519,94
loro_to_R3,loro,full94,xgboost,43,0.5296917551431003,94
loro_to_R3,loro,full94,lightgbm,43,0.552736123006713,94
loro_to_R3,loro,full94,stacking,43,0.48744921816376136,94
loro_to_R3,loro,full94,rf::Camera,43,0.9641434262948207,94
loro_to_R3,loro,full94,rf::Light_T1,43,0.22391857506361323,94
loro_to_R3,loro,full94,rf::Light_XM,43,0.6264501160092807,94
loro_to_R3,loro,full94,rf::Sensor,43,0.23461538461538461,94
loro_to_R3,loro,full94,rf::Socket,43,0.99867197875166,94
loro_to_R3,loro,full94,xgboost::Camera,43,0.9319640564826701,94
loro_to_R3,loro,full94,xgboost::Light_T1,43,0.12080536912751678,94
loro_to_R3,loro,full94,xgboost::Light_XM,43,0.5925925925925926,94
loro_to_R3,loro,full94,xgboost::Sensor,43,0.004424778761061947,94
loro_to_R3,loro,full94,xgboost::Socket,43,0.99867197875166,94
loro_to_R3,loro,full94,lightgbm::Camera,43,0.9391979301423027,94
loro_to_R3,loro,full94,lightgbm::Light_T1,43,0.14225941422594143,94
loro_to_R3,loro,full94,lightgbm::Light_XM,43,0.6081632653061224,94
loro_to_R3,loro,full94,lightgbm::Sensor,43,0.07538802660753881,94
loro_to_R3,loro,full94,lightgbm::Socket,43,0.99867197875166,94
loro_to_R3,loro,full94,stacking::Camera,43,0.9147869674185464,94
loro_to_R3,loro,full94,stacking::Light_T1,43,0.2593144560357675,94
loro_to_R3,loro,full94,stacking::Light_XM,43,0.216793893129771,94
loro_to_R3,loro,full94,stacking::Sensor,43,0.04767879548306148,94
loro_to_R3,loro,full94,stacking::Socket,43,0.99867197875166,94
loro_to_R2,loro,full94,rf,43,0.81546326007283,94
loro_to_R2,loro,full94,xgboost,43,0.7761869688759645,94
loro_to_R2,loro,full94,lightgbm,43,0.7934265218076193,94
loro_to_R2,loro,full94,stacking,43,0.6388257029257094,94
loro_to_R2,loro,full94,rf::Camera,43,0.9526542324246772,94
loro_to_R2,loro,full94,rf::Light_T1,43,0.662807525325615,94
loro_to_R2,loro,full94,rf::Light_XM,43,0.7686274509803922,94
loro_to_R2,loro,full94,rf::Sensor,43,0.6932270916334662,94
loro_to_R2,loro,full94,rf::Socket,43,1.0,94
loro_to_R2,loro,full94,xgboost::Camera,43,0.9481268011527377,94
loro_to_R2,loro,full94,xgboost::Light_T1,43,0.5179153094462541,94
loro_to_R2,loro,full94,xgboost::Light_XM,43,0.7490542244640606,94
loro_to_R2,loro,full94,xgboost::Sensor,43,0.6658385093167701,94
loro_to_R2,loro,full94,xgboost::Socket,43,1.0,94
loro_to_R2,loro,full94,lightgbm::Camera,43,0.9572649572649573,94
loro_to_R2,loro,full94,lightgbm::Light_T1,43,0.5414012738853503,94
loro_to_R2,loro,full94,lightgbm::Light_XM,43,0.7630208333333334,94
loro_to_R2,loro,full94,lightgbm::Sensor,43,0.7054455445544554,94
loro_to_R2,loro,full94,lightgbm::Socket,43,1.0,94
loro_to_R2,loro,full94,stacking::Camera,43,0.9861878453038674,94
loro_to_R2,loro,full94,stacking::Light_T1,43,0.4325358851674641,94
loro_to_R2,loro,full94,stacking::Light_XM,43,0.05737704918032787,94
loro_to_R2,loro,full94,stacking::Sensor,43,0.7180277349768875,94
loro_to_R2,loro,full94,stacking::Socket,43,1.0,94
joint_tb,ceiling,full94,rf,43,0.8953953127635241,94
joint_tb,ceiling,full94,xgboost,43,0.905481652925195,94
joint_tb,ceiling,full94,lightgbm,43,0.9073859758902374,94
joint_tb,ceiling,full94,stacking,43,0.8703203483818088,94
pos_R5,main,drop_rssi,rf,43,0.6800649685181419,86
pos_R5,main,drop_rssi,xgboost,43,0.731767941506001,86
pos_R5,main,drop_rssi,lightgbm,43,0.7334187064794107,86
pos_R5,main,drop_rssi,stacking,43,0.7192867927040735,86
pos_R5,main,drop_rssi,rf::Camera,43,0.5266903914590747,86
pos_R5,main,drop_rssi,rf::Light_T1,43,0.4710860366713681,86
pos_R5,main,drop_rssi,rf::Light_XM,43,0.7404479578392622,86
pos_R5,main,drop_rssi,rf::Sensor,43,0.6621004566210046,86
pos_R5,main,drop_rssi,rf::Socket,43,1.0,86
pos_R5,main,drop_rssi,xgboost::Camera,43,0.6153846153846154,86
pos_R5,main,drop_rssi,xgboost::Light_T1,43,0.540084388185654,86
pos_R5,main,drop_rssi,xgboost::Light_XM,43,0.7929634641407307,86
pos_R5,main,drop_rssi,xgboost::Sensor,43,0.7104072398190046,86
pos_R5,main,drop_rssi,xgboost::Socket,43,1.0,86
pos_R5,main,drop_rssi,lightgbm::Camera,43,0.624561403508772,86
pos_R5,main,drop_rssi,lightgbm::Light_T1,43,0.5521126760563381,86
pos_R5,main,drop_rssi,lightgbm::Light_XM,43,0.7860026917900403,86
pos_R5,main,drop_rssi,lightgbm::Sensor,43,0.7044167610419027,86
pos_R5,main,drop_rssi,lightgbm::Socket,43,1.0,86
pos_R5,main,drop_rssi,stacking::Camera,43,0.622792937399679,86
pos_R5,main,drop_rssi,stacking::Light_T1,43,0.5139500734214391,86
pos_R5,main,drop_rssi,stacking::Light_XM,43,0.7641379310344828,86
pos_R5,main,drop_rssi,stacking::Sensor,43,0.6955530216647663,86
pos_R5,main,drop_rssi,stacking::Socket,43,1.0,86
jit_R6,main,drop_rssi,rf,43,0.6969952128547735,86
jit_R6,main,drop_rssi,xgboost,43,0.7368013456573799,86
jit_R6,main,drop_rssi,lightgbm,43,0.7434294873428366,86
jit_R6,main,drop_rssi,stacking,43,0.7467249415108932,86
jit_R6,main,drop_rssi,rf::Camera,43,0.5892547660311959,86
jit_R6,main,drop_rssi,rf::Light_T1,43,0.5862433862433862,86
jit_R6,main,drop_rssi,rf::Light_XM,43,0.5888738127544098,86
jit_R6,main,drop_rssi,rf::Sensor,43,0.7206040992448759,86
jit_R6,main,drop_rssi,rf::Socket,43,1.0,86
jit_R6,main,drop_rssi,xgboost::Camera,43,0.6510851419031719,86
jit_R6,main,drop_rssi,xgboost::Light_T1,43,0.6172043010752688,86
jit_R6,main,drop_rssi,xgboost::Light_XM,43,0.6381842456608812,86
jit_R6,main,drop_rssi,xgboost::Sensor,43,0.7775330396475771,86
jit_R6,main,drop_rssi,xgboost::Socket,43,1.0,86
jit_R6,main,drop_rssi,lightgbm::Camera,43,0.6710526315789473,86
jit_R6,main,drop_rssi,lightgbm::Light_T1,43,0.621380846325167,86
jit_R6,main,drop_rssi,lightgbm::Light_XM,43,0.6421052631578947,86
jit_R6,main,drop_rssi,lightgbm::Sensor,43,0.782608695652174,86
jit_R6,main,drop_rssi,lightgbm::Socket,43,1.0,86
jit_R6,main,drop_rssi,stacking::Camera,43,0.694006309148265,86
jit_R6,main,drop_rssi,stacking::Light_T1,43,0.6245847176079734,86
jit_R6,main,drop_rssi,stacking::Light_XM,43,0.6414073071718539,86
jit_R6,main,drop_rssi,stacking::Sensor,43,0.7736263736263737,86
jit_R6,main,drop_rssi,stacking::Socket,43,1.0,86
jit_R7,main,drop_rssi,rf,43,0.79001019929637,86
jit_R7,main,drop_rssi,xgboost,43,0.8361471451792145,86
jit_R7,main,drop_rssi,lightgbm,43,0.8358327659297284,86
jit_R7,main,drop_rssi,stacking,43,0.8311616914913669,86
jit_R7,main,drop_rssi,rf::Camera,43,0.8032786885245902,86
jit_R7,main,drop_rssi,rf::Light_T1,43,0.6813186813186813,86
jit_R7,main,drop_rssi,rf::Light_XM,43,0.7227979274611399,86
jit_R7,main,drop_rssi,rf::Sensor,43,0.7426556991774383,86
jit_R7,main,drop_rssi,rf::Socket,43,1.0,86
jit_R7,main,drop_rssi,xgboost::Camera,43,0.8674698795180723,86
jit_R7,main,drop_rssi,xgboost::Light_T1,43,0.7270501835985312,86
jit_R7,main,drop_rssi,xgboost::Light_XM,43,0.7829560585885486,86
jit_R7,main,drop_rssi,xgboost::Sensor,43,0.8032596041909197,86
jit_R7,main,drop_rssi,xgboost::Socket,43,1.0,86
jit_R7,main,drop_rssi,lightgbm::Camera,43,0.870026525198939,86
jit_R7,main,drop_rssi,lightgbm::Light_T1,43,0.7326732673267327,86
jit_R7,main,drop_rssi,lightgbm::Light_XM,43,0.776,86
jit_R7,main,drop_rssi,lightgbm::Sensor,43,0.8004640371229699,86
jit_R7,main,drop_rssi,lightgbm::Socket,43,1.0,86
jit_R7,main,drop_rssi,stacking::Camera,43,0.8758002560819462,86
jit_R7,main,drop_rssi,stacking::Light_T1,43,0.7191867852604829,86
jit_R7,main,drop_rssi,stacking::Light_XM,43,0.773936170212766,86
jit_R7,main,drop_rssi,stacking::Sensor,43,0.7868852459016393,86
jit_R7,main,drop_rssi,stacking::Socket,43,1.0,86
jit_R6_R7,main,drop_rssi,rf,43,0.7455742425485667,86
jit_R6_R7,main,drop_rssi,xgboost,43,0.7880909659516538,86
jit_R6_R7,main,drop_rssi,lightgbm,43,0.7910301232678153,86
jit_R6_R7,main,drop_rssi,stacking,43,0.7902560382925804,86
jit_R6_R7,main,drop_rssi,rf::Camera,43,0.7089381207028266,86
jit_R6_R7,main,drop_rssi,rf::Light_T1,43,0.6303854875283447,86
jit_R6_R7,main,drop_rssi,rf::Light_XM,43,0.6573889993373094,86
jit_R6_R7,main,drop_rssi,rf::Sensor,43,0.7311586051743532,86
jit_R6_R7,main,drop_rssi,rf::Socket,43,1.0,86
jit_R6_R7,main,drop_rssi,xgboost::Camera,43,0.7711738484398217,86
jit_R6_R7,main,drop_rssi,xgboost::Light_T1,43,0.6685746994848312,86
jit_R6_R7,main,drop_rssi,xgboost::Light_XM,43,0.7106666666666667,86
jit_R6_R7,main,drop_rssi,xgboost::Sensor,43,0.7900396151669496,86
jit_R6_R7,main,drop_rssi,xgboost::Socket,43,1.0,86
jit_R6_R7,main,drop_rssi,lightgbm::Camera,43,0.7812041116005873,86
jit_R6_R7,main,drop_rssi,lightgbm::Light_T1,43,0.6740914419695193,86
jit_R6_R7,main,drop_rssi,lightgbm::Light_XM,43,0.7086092715231788,86
jit_R6_R7,main,drop_rssi,lightgbm::Sensor,43,0.7912457912457912,86
jit_R6_R7,main,drop_rssi,lightgbm::Socket,43,1.0,86
jit_R6_R7,main,drop_rssi,stacking::Camera,43,0.7943462897526502,86
jit_R6_R7,main,drop_rssi,stacking::Light_T1,43,0.6686390532544378,86
jit_R6_R7,main,drop_rssi,stacking::Light_XM,43,0.7082494969818913,86
jit_R6_R7,main,drop_rssi,stacking::Sensor,43,0.780045351473923,86
jit_R6_R7,main,drop_rssi,stacking::Socket,43,1.0,86
loro_to_R4,loro,drop_rssi,rf,43,0.7184034523508986,86
loro_to_R4,loro,drop_rssi,xgboost,43,0.7628771327929813,86
loro_to_R4,loro,drop_rssi,lightgbm,43,0.7644700953224918,86
loro_to_R4,loro,drop_rssi,stacking,43,0.7585139782158885,86
loro_to_R4,loro,drop_rssi,rf::Camera,43,0.6296296296296297,86
loro_to_R4,loro,drop_rssi,rf::Light_T1,43,0.5801886792452831,86
loro_to_R4,loro,drop_rssi,rf::Light_XM,43,0.643979057591623,86
loro_to_R4,loro,drop_rssi,rf::Sensor,43,0.7382198952879581,86
loro_to_R4,loro,drop_rssi,rf::Socket,43,1.0,86
loro_to_R4,loro,drop_rssi,xgboost::Camera,43,0.7434715821812596,86
loro_to_R4,loro,drop_rssi,xgboost::Light_T1,43,0.6251468860164512,86
loro_to_R4,loro,drop_rssi,xgboost::Light_XM,43,0.6957671957671958,86
loro_to_R4,loro,drop_rssi,xgboost::Sensor,43,0.75,86
loro_to_R4,loro,drop_rssi,xgboost::Socket,43,1.0,86
loro_to_R4,loro,drop_rssi,lightgbm::Camera,43,0.7630769230769231,86
loro_to_R4,loro,drop_rssi,lightgbm::Light_T1,43,0.6258823529411764,86
loro_to_R4,loro,drop_rssi,lightgbm::Light_XM,43,0.6816380449141347,86
loro_to_R4,loro,drop_rssi,lightgbm::Sensor,43,0.7517531556802244,86
loro_to_R4,loro,drop_rssi,lightgbm::Socket,43,1.0,86
loro_to_R4,loro,drop_rssi,stacking::Camera,43,0.7381275440976933,86
loro_to_R4,loro,drop_rssi,stacking::Light_T1,43,0.6289308176100629,86
loro_to_R4,loro,drop_rssi,stacking::Light_XM,43,0.6865671641791045,86
loro_to_R4,loro,drop_rssi,stacking::Sensor,43,0.738944365192582,86
loro_to_R4,loro,drop_rssi,stacking::Socket,43,1.0,86
loro_to_R3,loro,drop_rssi,rf,43,0.8202968061635023,86
loro_to_R3,loro,drop_rssi,xgboost,43,0.8487882880809605,86
loro_to_R3,loro,drop_rssi,lightgbm,43,0.8460666794811063,86
loro_to_R3,loro,drop_rssi,stacking,43,0.8366176142019729,86
loro_to_R3,loro,drop_rssi,rf::Camera,43,0.9220607661822986,86
loro_to_R3,loro,drop_rssi,rf::Light_T1,43,0.7223796033994334,86
loro_to_R3,loro,drop_rssi,rf::Light_XM,43,0.659942363112392,86
loro_to_R3,loro,drop_rssi,rf::Sensor,43,0.7984293193717278,86
loro_to_R3,loro,drop_rssi,rf::Socket,43,0.99867197875166,86
loro_to_R3,loro,drop_rssi,xgboost::Camera,43,0.9493333333333334,86
loro_to_R3,loro,drop_rssi,xgboost::Light_T1,43,0.7311522048364154,86
loro_to_R3,loro,drop_rssi,xgboost::Light_XM,43,0.7185289957567186,86
loro_to_R3,loro,drop_rssi,xgboost::Sensor,43,0.8462549277266754,86
loro_to_R3,loro,drop_rssi,xgboost::Socket,43,0.99867197875166,86
loro_to_R3,loro,drop_rssi,lightgbm::Camera,43,0.9424083769633508,86
loro_to_R3,loro,drop_rssi,lightgbm::Light_T1,43,0.7212643678160919,86
loro_to_R3,loro,drop_rssi,lightgbm::Light_XM,43,0.7134670487106017,86
loro_to_R3,loro,drop_rssi,lightgbm::Sensor,43,0.854521625163827,86
loro_to_R3,loro,drop_rssi,lightgbm::Socket,43,0.99867197875166,86
loro_to_R3,loro,drop_rssi,stacking::Camera,43,0.9123252858958069,86
loro_to_R3,loro,drop_rssi,stacking::Light_T1,43,0.723589001447178,86
loro_to_R3,loro,drop_rssi,stacking::Light_XM,43,0.6936416184971098,86
loro_to_R3,loro,drop_rssi,stacking::Sensor,43,0.8548601864181092,86
loro_to_R3,loro,drop_rssi,stacking::Socket,43,0.99867197875166,86
loro_to_R2,loro,drop_rssi,rf,43,0.7321171867262886,86
loro_to_R2,loro,drop_rssi,xgboost,43,0.7672317801975783,86
loro_to_R2,loro,drop_rssi,lightgbm,43,0.7695565272276548,86
loro_to_R2,loro,drop_rssi,stacking,43,0.773725770648037,86
loro_to_R2,loro,drop_rssi,rf::Camera,43,0.5315985130111525,86
loro_to_R2,loro,drop_rssi,rf::Light_T1,43,0.706199460916442,86
loro_to_R2,loro,drop_rssi,rf::Light_XM,43,0.633177570093458,86
loro_to_R2,loro,drop_rssi,rf::Sensor,43,0.7896103896103897,86
loro_to_R2,loro,drop_rssi,rf::Socket,43,1.0,86
loro_to_R2,loro,drop_rssi,xgboost::Camera,43,0.5982300884955752,86
loro_to_R2,loro,drop_rssi,xgboost::Light_T1,43,0.7479452054794521,86
loro_to_R2,loro,drop_rssi,xgboost::Light_XM,43,0.6786140979689367,86
loro_to_R2,loro,drop_rssi,xgboost::Sensor,43,0.8113695090439277,86
loro_to_R2,loro,drop_rssi,xgboost::Socket,43,1.0,86
loro_to_R2,loro,drop_rssi,lightgbm::Camera,43,0.6116838487972509,86
loro_to_R2,loro,drop_rssi,lightgbm::Light_T1,43,0.7319727891156462,86
loro_to_R2,loro,drop_rssi,lightgbm::Light_XM,43,0.7031055900621118,86
loro_to_R2,loro,drop_rssi,lightgbm::Sensor,43,0.8010204081632653,86
loro_to_R2,loro,drop_rssi,lightgbm::Socket,43,1.0,86
loro_to_R2,loro,drop_rssi,stacking::Camera,43,0.63,86
loro_to_R2,loro,drop_rssi,stacking::Light_T1,43,0.739803094233474,86
loro_to_R2,loro,drop_rssi,stacking::Light_XM,43,0.6868932038834952,86
loro_to_R2,loro,drop_rssi,stacking::Sensor,43,0.8119325551232166,86
loro_to_R2,loro,drop_rssi,stacking::Socket,43,1.0,86
joint_tb,ceiling,drop_rssi,rf,43,0.8450590891778248,86
joint_tb,ceiling,drop_rssi,xgboost,43,0.8662297630982924,86
joint_tb,ceiling,drop_rssi,lightgbm,43,0.8694361668229084,86
joint_tb,ceiling,drop_rssi,stacking,43,0.8609942171948038,86
pos_R5,main,full94,rf,44,0.6914411164347813,94
pos_R5,main,full94,xgboost,44,0.6531123543780806,94
pos_R5,main,full94,lightgbm,44,0.6583908067353137,94
pos_R5,main,full94,stacking,44,0.7241654965515156,94
pos_R5,main,full94,rf::Camera,44,0.8545454545454545,94
pos_R5,main,full94,rf::Light_T1,44,0.28052805280528054,94
pos_R5,main,full94,rf::Light_XM,44,0.677309007981756,94
pos_R5,main,full94,rf::Sensor,44,0.6448230668414154,94
pos_R5,main,full94,rf::Socket,44,1.0,94
pos_R5,main,full94,xgboost::Camera,44,0.9209039548022598,94
pos_R5,main,full94,xgboost::Light_T1,44,0.07760141093474426,94
pos_R5,main,full94,xgboost::Light_XM,44,0.6944757609921083,94
pos_R5,main,full94,xgboost::Sensor,44,0.5725806451612904,94
pos_R5,main,full94,xgboost::Socket,44,1.0,94
pos_R5,main,full94,lightgbm::Camera,44,0.8625730994152047,94
pos_R5,main,full94,lightgbm::Light_T1,44,0.14965986394557823,94
pos_R5,main,full94,lightgbm::Light_XM,44,0.7060158910329172,94
pos_R5,main,full94,lightgbm::Sensor,44,0.5737051792828686,94
pos_R5,main,full94,lightgbm::Socket,44,1.0,94
pos_R5,main,full94,stacking::Camera,44,0.9011627906976745,94
pos_R5,main,full94,stacking::Light_T1,44,0.39926062846580407,94
pos_R5,main,full94,stacking::Light_XM,44,0.678298800436205,94
pos_R5,main,full94,stacking::Sensor,44,0.6421052631578947,94
pos_R5,main,full94,stacking::Socket,44,1.0,94
jit_R6,main,full94,rf,44,0.7388432947600209,94
jit_R6,main,full94,xgboost,44,0.7774190074750142,94
jit_R6,main,full94,lightgbm,44,0.7640759809256255,94
jit_R6,main,full94,stacking,44,0.6961727986067708,94
jit_R6,main,full94,rf::Camera,44,0.8,94
jit_R6,main,full94,rf::Light_T1,44,0.6,94
jit_R6,main,full94,rf::Light_XM,44,0.6106442577030813,94
jit_R6,main,full94,rf::Sensor,44,0.6835722160970231,94
jit_R6,main,full94,rf::Socket,44,1.0,94
jit_R6,main,full94,xgboost::Camera,44,0.8952879581151832,94
jit_R6,main,full94,xgboost::Light_T1,44,0.6278481012658228,94
jit_R6,main,full94,xgboost::Light_XM,44,0.6487093153759821,94
jit_R6,main,full94,xgboost::Sensor,44,0.7152496626180836,94
jit_R6,main,full94,xgboost::Socket,44,1.0,94
jit_R6,main,full94,lightgbm::Camera,44,0.9057104913678619,94
jit_R6,main,full94,lightgbm::Light_T1,44,0.5947441217150761,94
jit_R6,main,full94,lightgbm::Light_XM,44,0.640625,94
jit_R6,main,full94,lightgbm::Sensor,44,0.6793002915451894,94
jit_R6,main,full94,lightgbm::Socket,44,1.0,94
jit_R6,main,full94,stacking::Camera,44,0.8897849462365591,94
jit_R6,main,full94,stacking::Light_T1,44,0.38751625487646296,94
jit_R6,main,full94,stacking::Light_XM,44,0.5497630331753555,94
jit_R6,main,full94,stacking::Sensor,44,0.6537997587454765,94
jit_R6,main,full94,stacking::Socket,44,1.0,94
jit_R7,main,full94,rf,44,0.8232986071974431,94
jit_R7,main,full94,xgboost,44,0.8169168155399948,94
jit_R7,main,full94,lightgbm,44,0.8088477748505276,94
jit_R7,main,full94,stacking,44,0.739204896970596,94
jit_R7,main,full94,rf::Camera,44,0.9361702127659575,94
jit_R7,main,full94,rf::Light_T1,44,0.6949352179034158,94
jit_R7,main,full94,rf::Light_XM,44,0.7211796246648794,94
jit_R7,main,full94,rf::Sensor,44,0.7642079806529625,94
jit_R7,main,full94,rf::Socket,44,1.0,94
jit_R7,main,full94,xgboost::Camera,44,0.9595827900912647,94
jit_R7,main,full94,xgboost::Light_T1,44,0.7023809523809523,94
jit_R7,main,full94,xgboost::Light_XM,44,0.7061611374407583,94
jit_R7,main,full94,xgboost::Sensor,44,0.7164591977869986,94
jit_R7,main,full94,xgboost::Socket,44,1.0,94
jit_R7,main,full94,lightgbm::Camera,44,0.9703989703989704,94
jit_R7,main,full94,lightgbm::Light_T1,44,0.7016645326504481,94
jit_R7,main,full94,lightgbm::Light_XM,44,0.6986155484558041,94
jit_R7,main,full94,lightgbm::Sensor,44,0.6735598227474151,94
jit_R7,main,full94,lightgbm::Socket,44,1.0,94
jit_R7,main,full94,stacking::Camera,44,0.9637305699481865,94
jit_R7,main,full94,stacking::Light_T1,44,0.38935574229691877,94
jit_R7,main,full94,stacking::Light_XM,44,0.6237513873473918,94
jit_R7,main,full94,stacking::Sensor,44,0.7191867852604829,94
jit_R7,main,full94,stacking::Socket,44,1.0,94
jit_R6_R7,main,full94,rf,44,0.7814058772072343,94
jit_R6_R7,main,full94,xgboost,44,0.7972520181692494,94
jit_R6_R7,main,full94,lightgbm,44,0.7867283612645614,94
jit_R6_R7,main,full94,stacking,44,0.7178903403424794,94
jit_R6_R7,main,full94,rf::Camera,44,0.8712595685455811,94
jit_R6_R7,main,full94,rf::Light_T1,44,0.6466165413533834,94
jit_R6_R7,main,full94,rf::Light_XM,44,0.6671232876712329,94
jit_R6_R7,main,full94,rf::Sensor,44,0.7220299884659747,94
jit_R6_R7,main,full94,rf::Socket,44,1.0,94
jit_R6_R7,main,full94,xgboost::Camera,44,0.9274983670803396,94
jit_R6_R7,main,full94,xgboost::Light_T1,44,0.6662576687116565,94
jit_R6_R7,main,full94,xgboost::Light_XM,44,0.676657060518732,94
jit_R6_R7,main,full94,xgboost::Sensor,44,0.7158469945355191,94
jit_R6_R7,main,full94,xgboost::Socket,44,1.0,94
jit_R6_R7,main,full94,lightgbm::Camera,44,0.938562091503268,94
jit_R6_R7,main,full94,lightgbm::Light_T1,44,0.6502659574468085,94
jit_R6_R7,main,full94,lightgbm::Light_XM,44,0.6683647478349465,94
jit_R6_R7,main,full94,lightgbm::Sensor,44,0.6764490095377843,94
jit_R6_R7,main,full94,lightgbm::Socket,44,1.0,94
jit_R6_R7,main,full94,stacking::Camera,44,0.9274406332453826,94
jit_R6_R7,main,full94,stacking::Light_T1,44,0.38840188806473364,94
jit_R6_R7,main,full94,stacking::Light_XM,44,0.5879656160458453,94
jit_R6_R7,main,full94,stacking::Sensor,44,0.6856435643564357,94
jit_R6_R7,main,full94,stacking::Socket,44,1.0,94
loro_to_R4,loro,full94,rf,44,0.669298354700006,94
