,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,368,9,2,19,0
Light_T1,1,270,97,28,0
Light_XM,0,60,308,26,0
Sensor,0,55,82,262,0
Socket,0,0,0,0,406
