,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,311,23,1,64,0
Light_T1,4,241,79,70,0
Light_XM,2,75,257,61,0
Sensor,1,29,47,328,0
Socket,0,0,0,0,395
