,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,329,14,44,12,0
Light_T1,5,185,178,26,0
Light_XM,2,49,319,25,0
Sensor,9,39,113,244,0
Socket,0,0,0,0,395
